requester_id,requester_received_pizza
requester_3030,0.46
requester_3031,0.42
requester_3040,0.14
requester_3130,0.22
requester_4030,0.22
requester_4031,0.16709511568123403
requester_4032,0.16
requester_4033,0.16709511568123403
requester_4034,0.16709511568123403
requester_4035,0.46
requester_4036,0.12
requester_4037,0.1
requester_4038,0.14
requester_4039,0.24
requester_3131,0.22
requester_3132,0.16709511568123403
requester_3133,0.28
requester_3134,0.42
requester_3135,0.28
requester_3136,0.16709511568123403
requester_3137,0.64
requester_3138,0.4
requester_3139,0.22
requester_3041,0.92
requester_3140,0.16709511568123403
requester_3141,0.16709511568123403
requester_3142,0.54
requester_3143,0.22
requester_3144,0.12
requester_3145,0.32
requester_3146,0.22
requester_3147,0.16709511568123403
requester_3148,0.16709511568123403
requester_3149,0.24
requester_3042,0.16709511568123403
requester_3150,0.44
requester_3151,0.1
requester_3152,0.0
requester_3153,0.04
requester_3154,0.18
requester_3155,0.16709511568123403
requester_3156,0.12
requester_3157,0.42
requester_3158,0.28
requester_3159,0.58
requester_3043,0.08
requester_3160,0.62
requester_3161,0.1
requester_3162,0.3
requester_3163,0.28
requester_3164,0.38
requester_3165,0.10857142857142858
requester_3166,0.14
requester_3167,0.04
requester_3168,0.24
requester_3169,0.16709511568123403
requester_3044,0.16709511568123403
requester_3170,0.3
requester_3171,0.58
requester_3172,0.56
requester_3173,0.24
requester_3174,0.16709511568123403
requester_3175,0.36
requester_3176,0.16709511568123403
requester_3177,0.06
requester_3178,0.4
requester_3179,0.06
requester_3045,0.3
requester_3180,0.18
requester_3181,0.44
requester_3182,0.0
requester_3183,0.38
requester_3184,0.18
requester_3185,0.3
requester_3186,0.16709511568123403
requester_3187,0.28
requester_3188,0.16709511568123403
requester_3189,0.14
requester_3046,0.22
requester_3190,0.18
requester_3191,0.44
requester_3192,0.22
requester_3193,0.46
requester_3194,0.44
requester_3195,0.18
requester_3196,0.1
requester_3197,0.23523809523809525
requester_3198,0.24
requester_3199,0.2
requester_3047,0.16709511568123403
requester_3200,0.14
requester_3201,0.62
requester_3202,0.46
requester_3203,0.18
requester_3204,0.16709511568123403
requester_3205,0.2
requester_3206,0.4
requester_3207,0.5
requester_3208,0.24
requester_3209,0.46
requester_3048,0.18
requester_3210,0.26
requester_3211,0.16
requester_3212,0.1
requester_3213,0.54
requester_3214,0.36
requester_3215,0.26
requester_3216,0.46
requester_3217,0.22
requester_3218,0.06
requester_3219,0.16709511568123403
requester_3049,0.16709511568123403
requester_3220,0.22
requester_3221,0.66
requester_3222,0.44
requester_3223,0.22
requester_3224,0.2
requester_3225,0.16709511568123403
requester_3226,0.18
requester_3227,0.16709511568123403
requester_3228,0.6
requester_3229,0.0
requester_3032,0.18
requester_3050,0.74
requester_3230,0.12
requester_3231,0.14
requester_3232,0.16709511568123403
requester_3233,0.16
requester_3234,0.22
requester_3235,0.16709511568123403
requester_3236,0.58
requester_3237,0.48
requester_3238,0.38
requester_3239,0.16709511568123403
requester_3051,0.1
requester_3240,0.16709511568123403
requester_3241,0.04
requester_3242,0.16709511568123403
requester_3243,0.16709511568123403
requester_3244,0.58
requester_3245,0.5
requester_3246,0.3
requester_3247,0.18
requester_3248,0.36
requester_3249,0.14
requester_3052,0.64
requester_3250,0.16709511568123403
requester_3251,0.12
requester_3252,0.02
requester_3253,0.16709511568123403
requester_3254,0.06
requester_3255,0.36
requester_3256,0.0
requester_3257,0.16709511568123403
requester_3258,0.5
requester_3259,0.4
requester_3053,0.18
requester_3260,0.04
requester_3261,0.48
requester_3262,0.04
requester_3263,0.22
requester_3264,0.74
requester_3265,0.46
requester_3266,0.16709511568123403
requester_3267,0.12
requester_3268,0.08
requester_3269,0.14
requester_3054,0.16709511568123403
requester_3270,0.36
requester_3271,0.16709511568123403
requester_3272,0.4
requester_3273,0.16709511568123403
requester_3274,0.08
requester_3275,0.16709511568123403
requester_3276,0.44
requester_3277,0.18
requester_3278,0.16
requester_3279,0.58
requester_3055,0.1
requester_3280,0.52
requester_3281,0.02
requester_3282,0.32
requester_3283,0.4
requester_3284,0.66
requester_3285,0.0
requester_3286,0.28
requester_3287,0.14
requester_3288,0.42
requester_3289,0.16
requester_3056,0.22
requester_3290,0.46
requester_3291,0.22
requester_3292,0.0
requester_3293,0.04
requester_3294,0.68
requester_3295,0.54
requester_3296,0.16
requester_3297,0.18
requester_3298,0.32799999999999996
requester_3299,0.08
requester_3057,0.16709511568123403
requester_3300,0.18
requester_3301,0.06
requester_3302,0.0
requester_3303,0.04
requester_3304,1.0
requester_3305,0.22
requester_3306,0.94
requester_3307,0.2
requester_3308,0.18
requester_3309,0.34
requester_3058,0.1
requester_3310,0.28
requester_3311,0.32
requester_3312,0.16709511568123403
requester_3313,0.7
requester_3314,0.46
requester_3315,0.16
requester_3316,0.08
requester_3317,0.22
requester_3318,0.32
requester_3319,0.16709511568123403
requester_3059,0.6
requester_3320,0.62
requester_3321,0.24
requester_3322,0.24
requester_3323,0.48
requester_3324,0.3
requester_3325,0.3
requester_3326,0.18
requester_3327,0.2
requester_3328,0.16
requester_3329,0.16709511568123403
requester_3033,0.2
requester_3060,0.36
requester_3330,0.34
requester_3331,0.44
requester_3332,0.16709511568123403
requester_3333,0.16709511568123403
requester_3334,0.18
requester_3335,0.32
requester_3336,0.44
requester_3337,0.48
requester_3338,0.08
requester_3339,0.16709511568123403
requester_3061,0.44
requester_3340,0.16709511568123403
requester_3341,0.3
requester_3342,0.4
requester_3343,0.06
requester_3344,0.18
requester_3345,0.46
requester_3346,0.28
requester_3347,0.22
requester_3348,0.36
requester_3349,0.62
requester_3062,0.0
requester_3350,0.16709511568123403
requester_3351,0.34
requester_3352,0.7
requester_3353,0.18
requester_3354,0.48
requester_3355,0.16709511568123403
requester_3356,0.34
requester_3357,0.16709511568123403
requester_3358,0.2
requester_3359,0.0
requester_3063,0.68
requester_3360,0.0
requester_3361,0.14
requester_3362,0.16
requester_3363,1.0
requester_3364,0.14
requester_3365,0.3
requester_3366,0.16
requester_3367,0.12
requester_3368,0.16709511568123403
requester_3369,0.28
requester_3064,0.2
requester_3370,0.55
requester_3371,0.06
requester_3372,0.42
requester_3373,0.36
requester_3374,0.16709511568123403
requester_3375,0.12
requester_3376,0.36
requester_3377,0.22
requester_3378,0.22
requester_3379,0.42
requester_3065,0.12
requester_3380,0.26
requester_3381,0.3
requester_3382,0.46
requester_3383,0.16709511568123403
requester_3384,0.1
requester_3385,0.16709511568123403
requester_3386,0.22
requester_3387,0.2
requester_3388,0.44
requester_3389,0.62
requester_3066,0.66
requester_3390,0.32
requester_3391,0.16709511568123403
requester_3392,0.32
requester_3393,0.18
requester_3394,0.46
requester_3395,0.22
requester_3396,0.46
requester_3397,0.02
requester_3398,0.46
requester_3399,0.58
requester_3067,0.32
requester_3400,0.62
requester_3401,0.12
requester_3402,0.16709511568123403
requester_3403,0.16709511568123403
requester_3404,0.6
requester_3405,0.16709511568123403
requester_3406,0.18
requester_3407,0.36
requester_3408,0.04
requester_3409,0.16709511568123403
requester_3068,0.02
requester_3410,0.62
requester_3411,0.2
requester_3412,0.16709511568123403
requester_3413,0.3
requester_3414,0.34
requester_3415,0.1
requester_3416,0.08
requester_3417,0.12
requester_3418,0.16709511568123403
requester_3419,0.28
requester_3069,0.54
requester_3420,0.16
requester_3421,0.48
requester_3422,0.24
requester_3423,0.34
requester_3424,0.16
requester_3425,0.3
requester_3426,0.18
requester_3427,0.22
requester_3428,0.16709511568123403
requester_3429,0.16709511568123403
requester_3034,0.76
requester_3070,0.18
requester_3430,0.56
requester_3431,0.16709511568123403
requester_3432,0.16709511568123403
requester_3433,0.3
requester_3434,0.16709511568123403
requester_3435,0.28
requester_3436,0.32
requester_3437,0.16709511568123403
requester_3438,0.54
requester_3439,0.14
requester_3071,0.32
requester_3440,0.36
requester_3441,0.32
requester_3442,0.72
requester_3443,0.3
requester_3444,0.2
requester_3445,0.24
requester_3446,0.44
requester_3447,0.5
requester_3448,0.1
requester_3449,0.54
requester_3072,0.0
requester_3450,0.54
requester_3451,1.0
requester_3452,0.22
requester_3453,0.23
requester_3454,0.02
requester_3455,0.16709511568123403
requester_3456,0.06
requester_3457,0.32
requester_3458,0.38
requester_3459,0.16709511568123403
requester_3073,0.32
requester_3460,0.6
requester_3461,0.06
requester_3462,0.12
requester_3463,0.16
requester_3464,0.16709511568123403
requester_3465,1.0
requester_3466,0.16709511568123403
requester_3467,0.16709511568123403
requester_3468,0.26
requester_3469,0.1
requester_3074,0.16
requester_3470,0.38
requester_3471,0.18
requester_3472,0.16709511568123403
requester_3473,0.16709511568123403
requester_3474,0.4
requester_3475,0.56
requester_3476,0.16709511568123403
requester_3477,0.12
requester_3478,0.1
requester_3479,0.16709511568123403
requester_3075,0.14
requester_3480,0.36
requester_3481,0.46
requester_3482,0.44
requester_3483,0.38
requester_3484,0.22
requester_3485,0.4
requester_3486,0.24
requester_3487,0.46
requester_3488,0.36
requester_3489,0.14
requester_3076,0.18
requester_3490,0.28
requester_3491,0.16709511568123403
requester_3492,0.26
requester_3493,0.32
requester_3494,0.12
requester_3495,0.32
requester_3496,0.34
requester_3497,0.18
requester_3498,0.34
requester_3499,0.16
requester_3077,0.16
requester_3500,0.18
requester_3501,0.72
requester_3502,0.4
requester_3503,0.12
requester_3504,0.44
requester_3505,0.14
requester_3506,0.26
requester_3507,0.16709511568123403
requester_3508,0.08
requester_3509,0.36
requester_3078,0.6
requester_3510,0.28
requester_3511,0.1
requester_3512,0.34
requester_3513,0.34
requester_3514,0.32
requester_3515,0.26
requester_3516,0.08
requester_3517,0.54
requester_3518,0.3
requester_3519,0.0
requester_3079,0.16709511568123403
requester_3520,0.38
requester_3521,0.1
requester_3522,0.44
requester_3523,0.14
requester_3524,0.04
requester_3525,0.24
requester_3526,0.16709511568123403
requester_3527,0.36
requester_3528,0.04
requester_3529,0.24
requester_3035,0.18
requester_3080,0.28
requester_3530,0.18
requester_3531,0.46
requester_3532,0.92
requester_3533,0.24
requester_3534,0.44
requester_3535,0.12
requester_3536,0.24
requester_3537,0.24
requester_3538,0.28
requester_3539,0.54
requester_3081,0.38
requester_3540,0.024
requester_3541,0.24
requester_3542,0.08
requester_3543,0.24
requester_3544,0.36
requester_3545,0.24
requester_3546,0.28
requester_3547,0.32
requester_3548,0.28
requester_3549,0.26
requester_3082,0.12
requester_3550,0.18
requester_3551,0.16709511568123403
requester_3552,0.32
requester_3553,0.16709511568123403
requester_3554,0.16709511568123403
requester_3555,0.4
requester_3556,0.5
requester_3557,0.4
requester_3558,0.16709511568123403
requester_3559,0.46
requester_3083,0.32
requester_3560,0.26
requester_3561,0.3
requester_3562,0.4
requester_3563,0.5
requester_3564,0.04
requester_3565,0.52
requester_3566,0.08
requester_3567,0.32
requester_3568,0.2
requester_3569,0.16709511568123403
requester_3084,0.16709511568123403
requester_3570,0.16709511568123403
requester_3571,0.08
requester_3572,0.16709511568123403
requester_3573,0.26
requester_3574,0.3
requester_3575,0.084
requester_3576,0.24
requester_3577,0.48
requester_3578,0.48
requester_3579,0.18
requester_3085,0.74
requester_3580,0.34
requester_3581,0.1
requester_3582,0.42
requester_3583,0.08
requester_3584,0.26
requester_3585,0.3
requester_3586,0.3
requester_3587,0.16709511568123403
requester_3588,0.06
requester_3589,0.58
requester_3086,0.0
requester_3590,0.48
requester_3591,0.22
requester_3592,0.22
requester_3593,0.2
requester_3594,0.22
requester_3595,0.24
requester_3596,0.4
requester_3597,0.38
requester_3598,0.46
requester_3599,0.42
requester_3087,0.16709511568123403
requester_3600,0.16709511568123403
requester_3601,0.28
requester_3602,0.22
requester_3603,0.26
requester_3604,0.16709511568123403
requester_3605,0.28
requester_3606,0.1
requester_3607,0.14
requester_3608,0.22
requester_3609,0.3
requester_3088,0.36
requester_3610,0.02
requester_3611,0.16709511568123403
requester_3612,0.0
requester_3613,0.16709511568123403
requester_3614,0.16709511568123403
requester_3615,0.1
requester_3616,0.16709511568123403
requester_3617,0.16
requester_3618,0.32
requester_3619,0.26
requester_3089,0.16709511568123403
requester_3620,0.16709511568123403
requester_3621,0.28
requester_3622,0.24
requester_3623,0.32
requester_3624,0.16709511568123403
requester_3625,0.44
requester_3626,0.04
requester_3627,0.16
requester_3628,0.2
requester_3629,0.3
requester_3036,0.3
requester_3090,0.4
requester_3630,0.54
requester_3631,0.48
requester_3632,0.38
requester_3633,0.06
requester_3634,0.52
requester_3635,0.38
requester_3636,0.3
requester_3637,0.58
requester_3638,0.1
requester_3639,0.34
requester_3091,0.18
requester_3640,0.02
requester_3641,0.4
requester_3642,0.26
requester_3643,0.36
requester_3644,0.3
requester_3645,0.08
requester_3646,0.38
requester_3647,0.24
requester_3648,0.38
requester_3649,0.46
requester_3092,0.34
requester_3650,0.0
requester_3651,0.16709511568123403
requester_3652,0.36
requester_3653,0.16709511568123403
requester_3654,0.08
requester_3655,0.24
requester_3656,0.28
requester_3657,0.16709511568123403
requester_3658,0.58
requester_3659,0.18
requester_3093,0.16709511568123403
requester_3660,0.24
requester_3661,0.42
requester_3662,0.16709511568123403
requester_3663,0.24
requester_3664,0.16
requester_3665,0.32
requester_3666,0.16709511568123403
requester_3667,0.42
requester_3668,0.36
requester_3669,0.32
requester_3094,0.16
requester_3670,0.24
requester_3671,0.16709511568123403
requester_3672,0.24
requester_3673,0.44
requester_3674,0.58
requester_3675,0.16709511568123403
requester_3676,0.16709511568123403
requester_3677,0.16709511568123403
requester_3678,0.4
requester_3679,0.14
requester_3095,0.44
requester_3680,0.08
requester_3681,0.3
requester_3682,0.32
requester_3683,0.36
requester_3684,0.16709511568123403
requester_3685,0.46
requester_3686,0.04
requester_3687,0.5
requester_3688,0.28
requester_3689,0.28
requester_3096,0.42
requester_3690,0.08
requester_3691,0.48
requester_3692,0.08
requester_3693,0.16709511568123403
requester_3694,0.16709511568123403
requester_3695,0.68
requester_3696,0.3
requester_3697,0.16709511568123403
requester_3698,0.1
requester_3699,0.2
requester_3097,0.82
requester_3700,0.16709511568123403
requester_3701,0.26
requester_3702,0.18
requester_3703,0.22
requester_3704,0.2
requester_3705,0.16709511568123403
requester_3706,0.1
requester_3707,0.16709511568123403
requester_3708,0.16709511568123403
requester_3709,0.08
requester_3098,0.16709511568123403
requester_3710,0.0
requester_3711,0.24
requester_3712,0.32
requester_3713,0.16709511568123403
requester_3714,0.16709511568123403
requester_3715,0.18
requester_3716,0.26
requester_3717,0.06
requester_3718,0.18
requester_3719,0.08
requester_3099,0.2
requester_3720,0.12
requester_3721,0.12
requester_3722,0.18
requester_3723,0.36
requester_3724,0.26
requester_3725,0.58
requester_3726,0.14
requester_3727,0.5
requester_3728,0.16
requester_3729,0.1
requester_3037,0.1
requester_3100,0.1
requester_3730,0.14
requester_3731,0.12
requester_3732,0.0
requester_3733,0.4
requester_3734,0.18
requester_3735,0.14
requester_3736,0.16709511568123403
requester_3737,0.24
requester_3738,0.42
requester_3739,0.18
requester_3101,0.42
requester_3740,0.44
requester_3741,0.08
requester_3742,0.02
requester_3743,0.16709511568123403
requester_3744,0.16709511568123403
requester_3745,0.26
requester_3746,0.16709511568123403
requester_3747,0.2
requester_3748,0.08
requester_3749,0.16
requester_3102,0.16
requester_3750,0.16709511568123403
requester_3751,0.14
requester_3752,0.12
requester_3753,0.26
requester_3754,0.22
requester_3755,0.2
requester_3756,0.16709511568123403
requester_3757,0.16709511568123403
requester_3758,0.22
requester_3759,0.38
requester_3103,0.38
requester_3760,0.0
requester_3761,0.16
requester_3762,0.38
requester_3763,0.46
requester_3764,0.3
requester_3765,0.24
requester_3766,0.6
requester_3767,0.58
requester_3768,0.12
requester_3769,0.24
requester_3104,0.2
requester_3770,0.38
requester_3771,0.44
requester_3772,0.04
requester_3773,0.22
requester_3774,0.22
requester_3775,0.26
requester_3776,0.28
requester_3777,0.46
requester_3778,0.16709511568123403
requester_3779,0.16709511568123403
requester_3105,0.16709511568123403
requester_3780,0.28
requester_3781,0.48
requester_3782,0.0
requester_3783,0.37
requester_3784,0.16709511568123403
requester_3785,0.16709511568123403
requester_3786,0.16709511568123403
requester_3787,0.14
requester_3788,0.18
requester_3789,0.48
requester_3106,0.58
requester_3790,0.16709511568123403
requester_3791,0.72
requester_3792,0.16709511568123403
requester_3793,0.56
requester_3794,0.08
requester_3795,0.16709511568123403
requester_3796,0.76
requester_3797,0.8
requester_3798,0.14
requester_3799,0.36
requester_3107,0.16709511568123403
requester_3800,0.72
requester_3801,0.3
requester_3802,0.14
requester_3803,0.1
requester_3804,0.2
requester_3805,0.16709511568123403
requester_3806,0.08
requester_3807,0.38
requester_3808,0.38
requester_3809,0.18
requester_3108,0.34
requester_3810,0.3
requester_3811,0.3
requester_3812,0.16709511568123403
requester_3813,0.38
requester_3814,0.46
requester_3815,1.0
requester_3816,0.18
requester_3817,0.34
requester_3818,0.38
requester_3819,0.14
requester_3109,0.58
requester_3820,0.16709511568123403
requester_3821,0.12
requester_3822,0.16
requester_3823,0.2
requester_3824,0.74
requester_3825,0.06
requester_3826,0.16
requester_3827,0.42
requester_3828,0.16709511568123403
requester_3829,0.0
requester_3038,0.36
requester_3110,0.62
requester_3830,0.32
requester_3831,0.16709511568123403
requester_3832,0.16709511568123403
requester_3833,0.28
requester_3834,0.32
requester_3835,0.34
requester_3836,0.26
requester_3837,0.16709511568123403
requester_3838,0.38
requester_3839,0.4
requester_3111,0.16
requester_3840,0.24
requester_3841,0.38
requester_3842,0.32
requester_3843,0.52
requester_3844,0.1
requester_3845,0.16709511568123403
requester_3846,0.12
requester_3847,0.2
requester_3848,0.16709511568123403
requester_3849,0.0
requester_3112,0.4
requester_3850,0.16
requester_3851,0.46
requester_3852,0.22
requester_3853,0.12
requester_3854,0.16
requester_3855,0.38
requester_3856,0.18
requester_3857,0.26
requester_3858,0.46
requester_3859,0.52
requester_3113,0.16709511568123403
requester_3860,0.16709511568123403
requester_3861,0.12
requester_3862,0.16
requester_3863,0.1
requester_3864,0.22
requester_3865,0.5
requester_3866,0.42
requester_3867,0.16709511568123403
requester_3868,0.64
requester_3869,0.16709511568123403
requester_3114,0.16709511568123403
requester_3870,0.56
requester_3871,0.32
requester_3872,0.16
requester_3873,0.42
requester_3874,0.36
requester_3875,0.16
requester_3876,0.4
requester_3877,0.2
requester_3878,0.34
requester_3879,0.16709511568123403
requester_3115,0.16709511568123403
requester_3880,0.16709511568123403
requester_3881,0.32
requester_3882,0.02
requester_3883,0.16709511568123403
requester_3884,0.5
requester_3885,0.16709511568123403
requester_3886,0.16
requester_3887,0.0
requester_3888,0.22
requester_3889,0.1
requester_3116,0.14
requester_3890,0.1
requester_3891,0.16709511568123403
requester_3892,0.16709511568123403
requester_3893,0.4
requester_3894,0.16709511568123403
requester_3895,0.16
requester_3896,0.16709511568123403
requester_3897,0.0
requester_3898,0.44
requester_3899,0.26
requester_3117,0.42
requester_3900,0.16709511568123403
requester_3901,0.24
requester_3902,0.16709511568123403
requester_3903,0.14
requester_3904,0.16709511568123403
requester_3905,0.4
requester_3906,0.3333333333333335
requester_3907,0.38
requester_3908,0.02
requester_3909,0.12
requester_3118,0.42
requester_3910,0.16
requester_3911,0.36
requester_3912,0.16709511568123403
requester_3913,0.58
requester_3914,0.34
requester_3915,0.2
requester_3916,0.24
requester_3917,0.44
requester_3918,0.06
requester_3919,0.18
requester_3119,0.44
requester_3920,0.62
requester_3921,0.54
requester_3922,0.16709511568123403
requester_3923,0.26
requester_3924,0.42
requester_3925,0.48
requester_3926,0.48
requester_3927,0.36
requester_3928,0.16
requester_3929,0.28
requester_3039,0.38
requester_3120,0.2
requester_3930,0.42
requester_3931,0.36
requester_3932,0.2
requester_3933,0.02
requester_3934,0.16
requester_3935,0.28
requester_3936,0.16709511568123403
requester_3937,0.2
requester_3938,0.66
requester_3939,0.4
requester_3121,0.38
requester_3940,0.58
requester_3941,0.1
requester_3942,0.8
requester_3943,0.52
requester_3944,0.44
requester_3945,0.26
requester_3946,0.16709511568123403
requester_3947,0.34
requester_3948,0.36
requester_3949,0.3
requester_3122,0.26
requester_3950,0.16709511568123403
requester_3951,0.34
requester_3952,0.22
requester_3953,0.2
requester_3954,0.02
requester_3955,0.24
requester_3956,0.06
requester_3957,0.14
requester_3958,0.16709511568123403
requester_3959,0.22
requester_3123,0.26
requester_3960,0.14
requester_3961,0.6
requester_3962,0.2
requester_3963,0.16709511568123403
requester_3964,0.24
requester_3965,0.74
requester_3966,0.3
requester_3967,0.16709511568123403
requester_3968,0.22
requester_3969,0.0
requester_3124,0.2
requester_3970,0.56
requester_3971,0.64
requester_3972,0.12
requester_3973,0.16709511568123403
requester_3974,0.16
requester_3975,0.22
requester_3976,0.16
requester_3977,0.34
requester_3978,0.22
requester_3979,0.12
requester_3125,0.14
requester_3980,0.36
requester_3981,0.28
requester_3982,0.48
requester_3983,0.02
requester_3984,0.18
requester_3985,0.2
requester_3986,0.2
requester_3987,0.46
requester_3988,0.04
requester_3989,0.12
requester_3126,0.46
requester_3990,0.0
requester_3991,0.5
requester_3992,0.16
requester_3993,0.36
requester_3994,0.38
requester_3995,0.16709511568123403
requester_3996,0.08
requester_3997,0.4
requester_3998,0.06
requester_3999,0.16
requester_3127,0.18
requester_4000,0.7
requester_4001,0.48
requester_4002,0.16709511568123403
requester_4003,0.2
requester_4004,0.28
requester_4005,0.34
requester_4006,0.16709511568123403
requester_4007,0.16709511568123403
requester_4008,0.36
requester_4009,0.3
requester_3128,0.3
requester_4010,0.32
requester_4011,0.34
requester_4012,0.42
requester_4013,0.42
requester_4014,0.32
requester_4015,0.36
requester_4016,0.16709511568123403
requester_4017,0.26
requester_4018,0.22
requester_4019,0.26
requester_3129,0.34
requester_4020,0.1
requester_4021,0.2
requester_4022,0.24
requester_4023,0.04
requester_4024,0.0
requester_4025,0.0
requester_4026,0.18
requester_4027,0.18
requester_4028,0.22
requester_4029,0.28
